word,predicted,gold
34,PUNCT,NUM
татары,PUNCT,NOUN
baySeq,PUNCT,X
DESeq,PUNCT,X
edgeR,PUNCT,X
NBPSeq,NOUN,X
обратного,PUNCT,ADJ
биномиального,PUNCT,ADJ
распределения,PUNCT,NOUN
избытка,PUNCT,NOUN
дисперсии,PUNCT,NOUN
Держатся,PUNCT,VERB
небольшими,NOUN,ADJ
Наибольшие,PUNCT,ADJ
"5,4",PUNCT,NUM
энергетического,PUNCT,ADJ
потенциала,PUNCT,NOUN
звучания,PUNCT,NOUN
непродолжительным,VERB,ADJ
авторские,PUNCT,ADJ
располагаются,PUNCT,VERB
читальные,PUNCT,ADJ
1926-33,NOUN,ADJ
Коллегии,PUNCT,NOUN
ЦСУ,PUNCT,PROPN
экспериментальной,PUNCT,ADJ
статистической,NOUN,ADJ
методологии,PUNCT,NOUN
1767,NOUN,ADJ
Шарковщина,NOUN,PROPN
Господа,PUNCT,NOUN
твоего,PUNCT,DET
напрасно,PUNCT,ADV
Исх,PUNCT,NOUN
20:7,PUNCT,NUM
15,NUM,ADJ
Капустин,ADJ,PROPN
Яр,NOUN,PROPN
Туа,PUNCT,PROPN
тяжелейший,NOUN,ADJ
нокаут,PUNCT,NOUN
Руис,PUNCT,PROPN
лежал,PUNCT,VERB
возглавляет,PUNCT,VERB
Кончи,PUNCT,PROPN
Минска,PUNCT,PROPN
поступили,PUNCT,VERB
8,NUM,ADJ
заказника,PUNCT,NOUN
спортивно--оздоровительном,NOUN,ADJ
Дружных,PUNCT,PROPN
экологический,ADP,ADJ
российско-финляндского,PUNCT,ADJ
RIFCI,PUNCT,X
рыбные,NOUN,ADJ
запасы,PUNCT,NOUN
первичных,PUNCT,ADJ
маркеров,PUNCT,NOUN
привилегированными,ADP,ADJ
нуждающимися,PUNCT,VERB
привилегий,PUNCT,NOUN
типичный,PUNCT,ADJ
создающий,ADP,VERB
идентификации,PUNCT,NOUN
ассоциирующий,PUNCT,VERB
Николаевскую,NOUN,ADJ
2-му,NOUN,ADJ
разряду,PUNCT,NOUN
Главный,PUNCT,ADJ
киноповествования,PUNCT,NOUN
ребёнком,VERB,NOUN
Имея,PUNCT,VERB
Жолкевского,PUNCT,PROPN
венгерскую,NOUN,ADJ
наёмную,PUNCT,ADJ
конницу,PUNCT,NOUN
венгра,PUNCT,NOUN
Липшеня,PUNCT,PROPN
Ружинский,PUNCT,PROPN
вылазку,ADP,NOUN
направился,NOUN,VERB
казацкий,NOUN,ADJ
челядь,VERB,NOUN
наёмных,NOUN,ADJ
Рорбах,PUNCT,PROPN
Штайнберг,PUNCT,PROPN
Штирия,PUNCT,PROPN
вступила,PUNCT,VERB
коммунистической,PUNCT,ADJ
молодёжи,PUNCT,NOUN
1940-м,NOUN,ADJ
Коммунистической,PUNCT,ADJ
отмечен,PUNCT,VERB
28,ADJ,NUM
горючего,PUNCT,NOUN
устанавливалась,NOUN,VERB
перевернутом,PUNCT,VERB
относительно,ADV,ADP
Халка,PUNCT,PROPN
виновных,ADP,NOUN
обвинил,NOUN,VERB
этом,PRON,DET
Иллюминатов,VERB,NOUN
2012,ADJ,NUM
азербайджанского,ADP,ADJ
Солтана,PUNCT,PROPN
Мигитинова,PUNCT,PROPN
24-11,PUNCT,NUM
венгра,PUNCT,NOUN
Золтана,PUNCT,PROPN
Харчша,PUNCT,PROPN
14-10,PUNCT,NUM
Огого,PUNCT,PROPN
Довольно,PUNCT,ADV
Петербурге,NOUN,PROPN
и,CCONJ,PART
певцами,PUNCT,NOUN
скудной,NOUN,ADJ
также,PART,CCONJ
искривления,PUNCT,NOUN
1,ADJ,NUM
Кокрейн,NOUN,PROPN
Подгорное,PUNCT,PROPN
Allmäe,PUNCT,X
Смеяться,PUNCT,VERB
Разрешается,PUNCT,VERB
Юмористическая,PUNCT,ADJ
разговорного,PUNCT,ADJ
монологи,PUNCT,NOUN
юморески,PUNCT,NOUN
музыкальные,PUNCT,ADJ
также,PART,CCONJ
популярные,VERB,ADJ
промышленных,NOUN,ADJ
различной,PUNCT,ADJ
промышленной,NOUN,ADJ
Исламской,NOUN,ADJ
22,ADJ,NUM
исламские,NOUN,ADJ
массив,PUNCT,NOUN
садовых,PUNCT,ADJ
Сумы,PUNCT,PROPN
Чёрный,PUNCT,ADJ
цвету,PUNCT,NOUN
дополняет,NOUN,VERB
одет,PUNCT,VERB
механический,NOUN,ADJ
костюм,PUNCT,NOUN
Работает,PUNCT,VERB
Соборная,PUNCT,ADJ
арабском,NOUN,ADJ
1470-х,NOUN,ADJ
Брюсселе,NOUN,PROPN
Schloss,NOUN,X
Meppen,PUNCT,X
1833,NOUN,ADJ
что,SCONJ,DET
858,ADP,NUM
304,NOUN,NUM
184,PUNCT,NUM
свёл,PUNCT,VERB
вничью,PUNCT,ADV
370,NOUN,NUM
Удобство,PUNCT,NOUN
якорей,PUNCT,NOUN
том,DET,PRON
Баварского,PUNCT,ADJ
Рупольдинге,NOUN,PROPN
стартовал,PUNCT,VERB
Антерсельве,NOUN,PROPN
Урана,PUNCT,PROPN
Вояджер,PUNCT,PROPN
теснее,PUNCT,ADV
сближался,PUNCT,VERB
Мирандой,NOUN,PROPN
рассматривает,PUNCT,VERB
неэффективности,PUNCT,NOUN
западной,NOUN,ADJ
адаптироваться,PUNCT,VERB
что,SCONJ,PRON
следующему,ADP,ADJ
разностному,NOUN,ADJ
уравнению,PUNCT,NOUN
Прародителем,PUNCT,NOUN
сверхновой,PUNCT,NOUN
сверхгигант,PUNCT,NOUN
имевшая,PUNCT,VERB
массу,PUNCT,NOUN
12,ADJ,NUM
солнечных,NOUN,ADJ
Юрьевич,PUNCT,PROPN
Беляков,PUNCT,PROPN
Жорик,PUNCT,PROPN
Вартанов,PUNCT,PROPN
Рудик,PUNCT,PROPN
также,PART,CCONJ
пятого,PUNCT,ADJ
скетчкома,PUNCT,NOUN
Наша,PUNCT,DET
Russia,PUNCT,X
Арт,PUNCT,PROPN
Хоудс,PUNCT,PROPN
14,NUM,ADJ
Николаев,PUNCT,PROPN
4,NUM,ADJ
юридической,NOUN,ADJ
procfs,VERB,X
UNIX,PUNCT,PROPN
процессами,PUNCT,NOUN
удобный,VERB,ADJ
ptrace,PUNCT,X
Социал-демократической,PUNCT,ADJ
Боснии,PUNCT,PROPN
Герцеговины,NOUN,PROPN
Губернатор,PUNCT,NOUN
1,NUM,ADJ
Абсолютная,PUNCT,ADJ
103,PUNCT,NUM
анаглифические,ADP,ADJ
Общество,ADP,NOUN
ВРОО,PUNCT,NOUN
Громада,PUNCT,NOUN
Рибалок,PUNCT,NOUN
України,PUNCT,PROPN
востоковедения,PUNCT,NOUN
возглавляемого,PUNCT,VERB
Петром,PUNCT,PROPN
Евгеньевичем,PUNCT,PROPN
Казанским,PUNCT,PROPN
Дусинский,VERB,PROPN
знаком,NOUN,ADJ
оплачивают,PUNCT,VERB
питание,PUNCT,NOUN
составит,NOUN,VERB
2000,ADJ,NUM
2500,ADJ,NUM
Рико,PUNCT,PROPN
спасательно-разведывательной,PUNCT,ADJ
врага,PUNCT,NOUN
Сорбенты,PUNCT,NOUN
Баринский,NOUN,PROPN
восхититься,ADP,VERB
и,PART,CCONJ
Президент,NOUN,PROPN
оторвался,PUNCT,VERB
телефонный,ADP,ADJ
Горбачёв,NOUN,PROPN
Чернобыле,NOUN,PROPN
Средние,PUNCT,ADJ
коротких,NOUN,ADJ
черешках,PUNCT,NOUN
сидячие,PUNCT,ADJ
последнем,NOUN,ADJ
куплете,PUNCT,NOUN
несовершеннолетними,VERB,ADJ
внешний,NOUN,ADJ
12,ADJ,NUM
28,ADJ,NUM
"1,34",PUNCT,NUM
Главную,PUNCT,ADJ
Иствуд,PUNCT,PROPN
нетрадиционной,PUNCT,ADJ
нужным,ADP,ADJ
скрывать,NOUN,VERB
Холодную,PUNCT,ADJ
Гору,PUNCT,NOUN
переселилось,PUNCT,VERB
немало,ADV,NUM
бедняков,VERB,NOUN
Нагпур,PUNCT,PROPN
Саугор,PUNCT,PROPN
Нербудда,NOUN,PROPN
Северо-западных,NOUN,ADJ
Центральные,NOUN,ADJ
пуска,PUNCT,NOUN
холодное,NOUN,ADJ
оснащался,PUNCT,VERB
подогрева,PUNCT,NOUN
перелагается,PUNCT,VERB
то,PRON,SCONJ
это,PART,PRON
ценообразующего,NOUN,ADJ
фактора,PUNCT,NOUN
также,CCONJ,PART
обязательный,NOUN,ADJ
Q,PUNCT,NOUN
квалификация,PUNCT,NOUN
q,PUNCT,NOUN
квалификация,PUNCT,NOUN
NR,PUNCT,PROPN
PB,PUNCT,PROPN
личный,PUNCT,ADJ
SB,PUNCT,PROPN
DNF,PUNCT,PROPN
его,DET,PRON
съемки,PUNCT,NOUN
детективов,ADP,NOUN
Майклу,PUNCT,PROPN
Хэнсакеру,PUNCT,PROPN
Эткинс,PUNCT,PROPN
Мертау,ADP,PROPN
отдать,NOUN,VERB
долг,VERB,NOUN
спасенную,NOUN,VERB
Вьетнаме,NOUN,PROPN
наказать,NOUN,VERB
убийц,PUNCT,NOUN
пирамиды,PUNCT,NOUN
Хеопса,PUNCT,PROPN
коммунистический,NOUN,ADJ
наносил,PUNCT,VERB
урон,PUNCT,NOUN
врагу,PUNCT,NOUN
Ярцева,NOUN,PROPN
Великая,PUNCT,ADJ
возьмет,PUNCT,VERB
плацента,VERB,NOUN
пока,SCONJ,ADV
неполную,ADP,ADJ
Эмиль,PUNCT,PROPN
Грандитс,PUNCT,PROPN
Birds,PUNCT,X
Steel,PUNCT,X
авиасимулятор,PUNCT,NOUN
Gaijin,PUNCT,X
внятного,ADP,ADJ
Ющенко,ADP,PROPN
и,PART,CCONJ
ближайшими,NOUN,ADJ
Социалистической,PUNCT,ADJ
Мороза,PUNCT,PROPN
Камышевского,PUNCT,ADJ
Лоррен,PUNCT,PROPN
Поль,PUNCT,PROPN
Дюваль,PUNCT,PROPN
Фёкан,PUNCT,PROPN
Сена,PUNCT,PROPN
30,NUM,ADJ
1906,PUNCT,ADJ
символистской,PUNCT,ADJ
151,PUNCT,NUM
Госзеленстрое,NOUN,PROPN
Отделе,PUNCT,NOUN
Моссовета,PUNCT,PROPN
Коминтерна,PUNCT,PROPN
Профинтерна,PUNCT,PROPN
Крестьянской,PUNCT,ADJ
Сингл,PUNCT,NOUN
mon,PUNCT,X
mon,PUNCT,X
25-й,ADP,ADJ
Billboard,NOUN,X
Эд,NOUN,PROPN
Шэри,NOUN,PROPN
продюсеров,PUNCT,NOUN
หีบ,PUNCT,ADV
хип,PUNCT,X
ящик,PUNCT,NOUN
хо,PUNCT,PROPN
41-я,PUNCT,ADJ
буква,PUNCT,NOUN
тайского,PUNCT,ADJ
алфавита,PUNCT,NOUN
было,AUX,VERB
350,VERB,NUM
188,PUNCT,NUM
гранатомётчиков,PUNCT,NOUN
288,PUNCT,NUM
тяжёлых,PUNCT,ADJ
Аксу,PUNCT,PROPN
Шуском,NOUN,ADJ
Жамбылской,PUNCT,ADJ
Колхида,PUNCT,PROPN
продолжают,PUNCT,VERB
морских,NOUN,ADJ
пассажирских,PUNCT,ADJ
перевозках,PUNCT,NOUN
Тирренскому,NOUN,ADJ
Volaviamare,PUNCT,X
Alilauro,PUNCT,X
VETOR,PUNCT,X
Aliscafi,PUNCT,X
др,ADJ,NOUN
Эгейскому,NOUN,ADJ
Ионическому,NOUN,ADJ
морям,PUNCT,NOUN
Hellenic,PUNCT,X
Seaways,PUNCT,X
Paxos,PUNCT,X
SA,PUNCT,X
Saronic,PUNCT,X
Dolphins,PUNCT,X
др,ADJ,NOUN
Таиланде,PUNCT,PROPN
туристических,NOUN,ADJ
линиях,PUNCT,NOUN
Танзании,PUNCT,PROPN
Вьетнаме,PUNCT,PROPN
Отсюда,PUNCT,ADV
этнографическим,NOUN,ADJ
деталям,PUNCT,NOUN
их,PRON,DET
быта,VERB,NOUN
купеческий,PUNCT,ADJ
обиход,PUNCT,NOUN
Бедности,PUNCT,NOUN
порок,VERB,NOUN
Островского,PUNCT,PROPN
антилоп,PUNCT,NOUN
Scorpion,PUNCT,X
Megadeth,PUNCT,X
System,PUNCT,X
Has,PUNCT,X
Failed,PUNCT,X
16,NUM,ADJ
содержащие,PUNCT,VERB
трубопроводной,PUNCT,ADJ
Восточная,PUNCT,ADJ
ВСТО,PUNCT,PROPN
Транснефть,PUNCT,PROPN
Каонабо,PUNCT,PROPN
индейского,PUNCT,ADJ
Эспаньоле,PUNCT,PROPN
Анакаона,PUNCT,PROPN
также,PART,CCONJ
касики,VERB,NOUN
Гуарионекс,ADP,PROPN
Майобанекс,PUNCT,PROPN
Котубано,PUNCT,PROPN
Энрикильо,NOUN,PROPN
снукеристов,PUNCT,NOUN
2005/2006,PUNCT,NUM
рейтинговых,PUNCT,ADJ
набранных,PUNCT,VERB
снукеристами,PUNCT,NOUN
2004/05,NOUN,NUM
определяющим,ADP,VERB
сеяных,NOUN,ADJ
рейтинговые,NOUN,ADJ
Концертировал,PUNCT,VERB
1833,PUNCT,ADJ
Лорцинг,PUNCT,PROPN
выступают,PUNCT,VERB
Городского,PUNCT,ADJ
Лейпцига,PUNCT,PROPN
играют,PUNCT,VERB
его,PRON,DET
Последнее,PUNCT,ADJ
интенсивностью,PUNCT,NOUN
27,NUM,ADJ
Лечился,PUNCT,VERB
Некрасово,PUNCT,PROPN
Мосолово,PUNCT,PROPN
Дылдино,NOUN,PROPN
Постоянно,PUNCT,ADV
составную,ADP,ADJ
Гасконских,PUNCT,ADJ
кадетов,PUNCT,NOUN
Кистендей,PUNCT,PROPN
7,NUM,ADJ
Завоевание,PUNCT,NOUN
открытая,VERB,ADJ
диктатура,ADP,NOUN
что,SCONJ,PRON
сплочённого,PUNCT,VERB
христианскими,PUNCT,ADJ
идеалами,PUNCT,NOUN
Взяв,PUNCT,VERB
покемона,VERB,NOUN
украденного,PUNCT,VERB
Дюкинга,NOUN,PROPN
Вэс,PUNCT,PROPN
возвращает,PUNCT,VERB
владельцу,VERB,NOUN
короткое,NOUN,ADJ
1730,NOUN,ADJ
Австрию,NOUN,PROPN
Австрофашизм,PUNCT,NOUN
Дольфуса,PUNCT,PROPN
тенденцию,ADP,NOUN
католической,NOUN,ADJ
отвергал,NOUN,VERB
Авария,PUNCT,NOUN
горизонтального,PUNCT,ADJ
катапультировался,PUNCT,VERB
Насьональ,PUNCT,PROPN
выпустился,NOUN,VERB
Чилийского,NOUN,ADJ
Принимая,PUNCT,VERB
Варавы,PUNCT,PROPN
нанёс,PUNCT,VERB
Финч,PUNCT,PROPN
Оскаром,PUNCT,PROPN
Элета,PUNCT,PROPN
существовавших,PUNCT,VERB
караимских,NOUN,ADJ
кенасах,PUNCT,NOUN
обучалось,PUNCT,VERB
458,PUNCT,NUM
учительский,PUNCT,ADJ
контингент,PUNCT,NOUN
бонусные,NOUN,ADJ
Fire,PUNCT,X
Burns,PUNCT,X
Forever,PUNCT,X
SP,PUNCT,X
Raise,NOUN,X
Hammer,PUNCT,X
Live,PUNCT,X
Мензелинского,PUNCT,ADJ
24,NUM,ADJ
Сэйю,PUNCT,NOUN
Юкана,PUNCT,PROPN
4336,PUNCT,NUM
Диагностика,PUNCT,NOUN
стеноза,PUNCT,NOUN
эндотрахеальной,NOUN,ADJ
трубки,PUNCT,NOUN
Сражение,PUNCT,NOUN
Вау,NOUN,PROPN
необходимостью,ADP,NOUN
базы,PUNCT,NOUN
Вау,NOUN,PROPN
союзники,VERB,NOUN
японским,NOUN,ADJ
позициям,PUNCT,NOUN
Соломонауа,NOUN,PROPN
уникальную,ADP,ADJ
тренинга,PUNCT,NOUN
2004/2005,PUNCT,ADJ
Рензинг,PUNCT,PROPN
полноценных,NOUN,ADJ
достойная,VERB,ADJ
Кану,PUNCT,PROPN
шёл,PUNCT,VERB
обрывочных,NOUN,ADJ
образов,PUNCT,NOUN
словосочетаний,PUNCT,NOUN
связующим,PUNCT,VERB
звеном,PUNCT,NOUN
переработанное,ADP,VERB
заговор,PUNCT,NOUN
Ходит,PUNCT,VERB
покойничек,PUNCT,NOUN
покойничек,ADP,NOUN
мертвее,NOUN,ADJ
Летова,NOUN,PROPN
дурачок,PUNCT,NOUN
ища,PUNCT,VERB
кого-нибудь,PUNCT,PRON
глупее,PUNCT,ADJ
Александры,PUNCT,PROPN
Осиповны,PUNCT,PROPN
Смирновой,PUNCT,PROPN
Ордуспор,PUNCT,PROPN
Орду,PUNCT,PROPN
выступающий,PUNCT,VERB
Турецкой,NOUN,ADJ
Суперлиге,PUNCT,NOUN
орловских,NOUN,ADJ
рысаков,PUNCT,NOUN
1,ADJ,NUM
1067,PUNCT,NUM
Аллен,PUNCT,PROPN
Рош,PUNCT,PROPN
GameSpy,PUNCT,X
посчитал,NOUN,VERB
отпугнуть,NOUN,VERB
King&#39;&#39;s,NOUN,X
Bounty,PUNCT,X
Покровский,PUNCT,PROPN
1808,NOUN,ADJ
воспитывался,NOUN,VERB
1823,NOUN,ADJ
Казанский,NOUN,ADJ
28-го,PUNCT,ADJ
28-го,ADP,ADJ
1826,PUNCT,ADJ
Педагогическому,NOUN,ADJ
Институту,PUNCT,NOUN
состоявшему,PUNCT,VERB
Сформирован,PUNCT,VERB
Эдуардо,PUNCT,PROPN
как,SCONJ,ADP
финансовый,NOUN,ADJ
растущий,ADP,VERB
это,PART,PRON
Гайтукаев,PUNCT,PROPN
Восточно-Сибирского,PUNCT,ADJ
Новиковым,PUNCT,PROPN
клиентуры,PUNCT,NOUN
20,NUM,ADJ
1802,PUNCT,ADJ
Таврической,PUNCT,ADJ
Шура,PUNCT,PROPN
Алуштинской,PUNCT,ADJ
Симферопольского,PUNCT,ADJ
FM,PROPN,NOUN
Трубецкой,PUNCT,PROPN
предвыборная,NOUN,ADJ
новейшего,PUNCT,ADJ
Историко-архивного,PUNCT,ADJ
Российского,PUNCT,ADJ
гуманитарного,NOUN,ADJ
старинной,NOUN,ADJ
масляные,PUNCT,ADJ
лаки,PUNCT,NOUN
занимали,PUNCT,VERB
как,ADV,SCONJ
и,CCONJ,PART
Бастион,PUNCT,PROPN
Ильичёвска,NOUN,PROPN
Дрейфуса,PUNCT,PROPN
Руссо,PUNCT,PROPN
публично,PUNCT,ADV
отстаивал,PUNCT,VERB
его,PRON,DET
невиновность,VERB,NOUN
способные,PUNCT,ADJ
увеличиваться,PUNCT,VERB
нагнетаемого,PUNCT,VERB
Онохи,PUNCT,PROPN
принадлежащего,PUNCT,VERB
Матида,PUNCT,PROPN
выбранного,PUNCT,VERB
затраченное,PUNCT,VERB
РЛС,PUNCT,PROPN
EIO,PUNCT,X
обслуживает,PUNCT,VERB
JetDirect,PUNCT,X
также,PART,CCONJ
жесткие,VERB,ADJ
EIO,PUNCT,X
EIO,PUNCT,X
подключений,PUNCT,NOUN
Тренер,PUNCT,NOUN
опытных,PUNCT,ADJ
футболистов,PUNCT,NOUN
Кирилла,PUNCT,PROPN
Доронина,PUNCT,PROPN
Валерия,PUNCT,PROPN
Фадеева,PUNCT,PROPN
Динамо,PROPN,NOUN
спартаковца,PUNCT,NOUN
Варламова,PUNCT,PROPN
247,PUNCT,NUM
привлечено,NOUN,VERB
военно-полевому,NOUN,ADJ
аратами,VERB,NOUN
109,PUNCT,NUM
ламами,PUNCT,NOUN
27223,PUNCT,NUM
Катериновка,PUNCT,PROPN
Немовичский,NOUN,ADJ
Сарненского,PUNCT,ADJ
Ровненской,PUNCT,ADJ
Этим,PUNCT,DET
устанавливалась,PUNCT,VERB
окружная,PUNCT,ADJ
районная,NOUN,ADJ
Кабинета,PUNCT,NOUN
ясная,ADP,ADJ
солнечная,NOUN,ADJ
Подавление,PUNCT,NOUN
обратного,PUNCT,ADJ
серотонина,PUNCT,NOUN
серотонинергическую,ADP,ADJ
что,SCONJ,PRON
последующему,NOUN,ADJ
торможению,PUNCT,NOUN
адренергической,PUNCT,ADJ
голубом,NOUN,ADJ
ядре,PUNCT,NOUN
locus,PUNCT,X
ceruleus,PUNCT,X
Апостольской,PUNCT,ADJ
Датарии,PUNCT,PROPN
стоял,PUNCT,VERB
продатарий,PUNCT,NOUN
датарий,ADP,NOUN
управляющий,PUNCT,VERB
Датарией,PUNCT,PROPN
Раудускуланские,PUNCT,ADJ
Porta,PUNCT,X
Raudusculana,PUNCT,X
Сервиевой,PUNCT,ADJ
древнего,PUNCT,ADJ
Шевре,PUNCT,PROPN
15,NUM,ADJ
5,NUM,ADJ
моралист,PUNCT,NOUN
ПкиО,PUNCT,NOUN
Дубки,PUNCT,NOUN
смотр,ADP,NOUN
конкурс,PUNCT,NOUN
эстрадных,PUNCT,ADJ
ансамблей,PUNCT,NOUN
циркового,PUNCT,ADJ
Би́тва,PUNCT,NOUN
Шоле́,NOUN,PROPN
вандейцев,PUNCT,NOUN
республиканскими,NOUN,ADJ
Вандейского,PUNCT,ADJ
мятежа,PUNCT,NOUN
состоявшееся,PUNCT,VERB
Шоле,NOUN,PROPN
закончившееся,NOUN,VERB
Учение,PUNCT,NOUN
Метафизике,PUNCT,NOUN
сей,NOUN,DET
Гиорги,PUNCT,PROPN
безобразен,VERB,ADJ
всем,DET,PRON
и,PART,CCONJ
неподходящим,VERB,ADJ
грубым,PUNCT,ADJ
неспособным,PUNCT,ADJ
крестьянских,NOUN,ADJ
калекой,VERB,NOUN
Достопримечательностями,PUNCT,NOUN
пожарную,ADP,ADJ
шасси,PUNCT,NOUN
недостроенный,NOUN,VERB
пивзавод,PUNCT,NOUN
Коптогай,PUNCT,PROPN
Курмангазинском,NOUN,ADJ
Атырауской,PUNCT,ADJ
Шимский,PUNCT,ADJ
Гарольда,PUNCT,PROPN
Алиса,PUNCT,PROPN
Пашка,NOUN,PROPN
встретились,PUNCT,VERB
неандертальцев,PUNCT,NOUN
их,DET,PRON
радушно,VERB,ADV
увидев,NOUN,VERB
фотографию,PUNCT,NOUN
Гарольда,PUNCT,PROPN
узнали,PUNCT,VERB
страшного,VERB,ADJ
Четырёхглазого,ADP,PROPN
чьё,PUNCT,DET
царство,PUNCT,NOUN
ниже,ADP,ADV
и,PART,CCONJ
чьи,VERB,DET
захватывая,PUNCT,VERB
"908,8",PUNCT,NUM
221331,PUNCT,NUM
акров,PUNCT,NOUN
346,NOUN,NUM
базы,PUNCT,NOUN
специальное,ADP,ADJ
автобусное,NOUN,ADJ
шасси,PUNCT,NOUN
разработанное,PUNCT,VERB
КамАЗе,NOUN,PROPN
КамАЗ,PUNCT,PROPN
5297,PUNCT,NUM
Твой,PUNCT,DET
крыса,PUNCT,NOUN
космического,PUNCT,ADJ
автобуса,PUNCT,NOUN
и,CCONJ,PART
формате,PUNCT,NOUN
ВАЛЛ,PUNCT,PROPN
И,CCONJ,PROPN
драка,ADP,NOUN
Важарова,VERB,PROPN
Александрова,NOUN,PROPN
зарезал,PUNCT,VERB
ножом,PUNCT,NOUN
неизвестный,PUNCT,NOUN
Становился,PUNCT,VERB
ЧГК,NOUN,PROPN
2008,ADJ,NUM
Брейн-рингу,NOUN,PROPN
Анара,PUNCT,PROPN
Азимова,PUNCT,PROPN
"38,17",PUNCT,NUM
судимость,PUNCT,NOUN
половой,NOUN,ADJ
неприкосновенности,PUNCT,NOUN
несовершеннолетних,PUNCT,NOUN
быть,AUX,VERB
неснятой,VERB,ADJ
непогашенной,NOUN,ADJ
Беспорядки,PUNCT,NOUN
Энфильде,NOUN,PROPN
социальные,NOUN,ADJ
Судислав,PUNCT,PROPN
Ярославичами,ADP,PROPN
1059,NOUN,ADJ
постригли,NOUN,VERB
1063,NOUN,ADJ
том,DET,PRON
Предположительной,PUNCT,ADJ
Pulex,PUNCT,X
оригинальными,VERB,ADJ
хозяевами,ADP,NOUN
были,VERB,AUX
пекари,ADP,NOUN
морские,NOUN,ADJ
свинки,PUNCT,NOUN
Озерского,PUNCT,ADJ
2001/02,PUNCT,ADJ
норильчанам,ADP,NOUN
чемпионами,ADP,NOUN
её,DET,PRON
мочекислого,NOUN,ADJ
это,PRON,DET
синтезируют,PUNCT,VERB
Водяное,NOUN,ADJ
Раховском,NOUN,ADJ
вобрал,PUNCT,VERB
лучшее,ADJ,NOUN
невключённая,PUNCT,ADJ
община,PUNCT,NOUN
Беверхэд,PUNCT,PROPN
Монтана,PUNCT,PROPN
3324,ADP,NUM
цепляясь,PUNCT,VERB
кормовой,PUNCT,ADJ
отломившейся,PUNCT,VERB
когда,ADV,SCONJ
пошел,PUNCT,VERB
Валерия,PUNCT,PROPN
Алексеевича,PUNCT,PROPN
его,PRON,DET
вдова,VERB,NOUN
Рудольфовна,PUNCT,PROPN
Янус,PUNCT,PROPN
Вадиму,PUNCT,PROPN
Абрамовичу,PUNCT,PROPN
Сидуру,PUNCT,PROPN
Прототипом,PUNCT,NOUN
Виктора,PUNCT,PROPN
Мотыля,PUNCT,PROPN
Брумель,PUNCT,PROPN
участвовавший,PUNCT,VERB
Колокотрони,PUNCT,PROPN
Трупакис,NOUN,PROPN
организовывают,PUNCT,VERB
Заракова,NOUN,PROPN
хода,PUNCT,NOUN
Сено,PUNCT,PROPN
Буркина,PUNCT,PROPN
Фасо,PUNCT,PROPN
текстильной,NOUN,ADJ
сельфактор,ADP,NOUN
обеспечивший,PUNCT,VERB
механизацию,PUNCT,NOUN
прядильных,PUNCT,ADJ
предполагается,NOUN,VERB
передние,NOUN,ADJ
лапы,PUNCT,NOUN
Церемониал,PUNCT,NOUN
посвящения,PUNCT,NOUN
совершался,PUNCT,VERB
милостиею,PUNCT,NOUN
Божиею,PUNCT,ADJ
избрание,PUNCT,NOUN
коронация,VERB,NOUN
Древней,NOUN,ADJ
повесть,PUNCT,NOUN
означала,PUNCT,VERB
прозаическое,VERB,ADJ
поэтического,NOUN,ADJ
Шэннин,PUNCT,PROPN
Джоша,PUNCT,PROPN
Хартнетта,PUNCT,PROPN
романтической,NOUN,ADJ
альпийском,NOUN,ADJ
горно-таёжном,NOUN,ADJ
поясах,PUNCT,NOUN
каровые,PUNCT,ADJ
моренно-подпрудные,PUNCT,ADJ
рождённые,NOUN,VERB
горными,PUNCT,ADJ
обвалами,PUNCT,NOUN
владея,PUNCT,VERB
нераздельно,PUNCT,ADV
отцовским,PUNCT,ADJ
состоянием,PUNCT,NOUN
затеял,PUNCT,VERB
датскому,ADP,ADJ
Менетриэ,PUNCT,PROPN
Аннотированный,PUNCT,VERB
каталог,PUNCT,NOUN
зоологии,PUNCT,NOUN
собранных,PUNCT,VERB
Кавказу,NOUN,PROPN
принесли,PUNCT,VERB
Немецкой,PUNCT,ADJ
DDP,PUNCT,X
Кёлер,NOUN,PROPN
​,NOUN,X
​,PUNCT,X
Справа,PUNCT,ADV
последователи,ADP,NOUN
Тренер,PUNCT,NOUN
Халифмана,PUNCT,PROPN
Огромное,PUNCT,ADJ
оказали,NOUN,VERB
знакомство,PUNCT,NOUN
женитьба,PUNCT,NOUN
последующая,NOUN,ADJ
самоубийство,PUNCT,NOUN
Сиддал,PUNCT,PROPN
зеленый,ADP,ADJ
длинной,VERB,ADJ
бородой,ADP,NOUN
нигде,ADP,ADV
Волшебной,NOUN,ADJ
cantus,PUNCT,X
firmus,PUNCT,X
cantus,PUNCT,X
prius,PUNCT,X
factus,PUNCT,X
лат.,PUNCT,ADJ
напев,ADP,NOUN
заимствовано,PUNCT,VERB
Анонима,PUNCT,NOUN
IV,ADJ,X
cantus,PUNCT,X
vel,PUNCT,X
tenor,PUNCT,X
est,PUNCT,X
primus,PUNCT,X
cantus,PUNCT,X
primo,PUNCT,X
procreatus,PUNCT,X
vel,PUNCT,X
factus,PUNCT,X
кантус,PUNCT,NOUN
это,PRON,PART
первичный,VERB,ADJ
напев,ADP,NOUN
сделанный,NOUN,VERB
выловила,PUNCT,VERB
сожгла,NOUN,VERB
одного,NUM,DET
подпольных,NOUN,ADJ
